index,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_Type,CEC_hybrid
Canadian_Solar_Inc___CSI_30KTL_GS_FL__480V_,480,41.248814,30050.0,30715.833984,650.0,-2.612073e-07,1.322515e-06,0.005994,0.005415,9.015,780.0,47.255129,580.0,780.0,11/1/2018,Grid Support,
Canadian_Solar_Inc___CSI_36KTL_CT,0,80.093216,36000.0,36701.734375,730.0,-2.332914e-07,-3.9e-05,-0.002727,-0.001194,10.8,800.0,50.276348,540.0,800.0,11/1/2018,Utility Interactive,
Canadian_Solar_Inc___CSI_36KTL_CT__480V_,480,80.093216,36000.0,36701.734375,730.0,-2.332914e-07,-3.9e-05,-0.002727,-0.001194,10.8,800.0,50.276348,540.0,800.0,11/1/2018,Grid Support,
Canadian_Solar_Inc___CSI_36KTL_GS_FL__480V_,480,28.052044,36050.0,36765.621094,650.0,-1.192268e-07,-4.798203e-06,0.00861,0.006248,10.815,780.0,56.562494,580.0,780.0,11/1/2018,Grid Support,
Canadian_Solar_Inc___CSI_4000TL_CT__208V_,208,26.324465,3810.0,3947.896729,390.0,-6.03752e-06,-4.4e-05,-0.000679,-0.001016,1.143,470.0,10.122812,100.0,470.0,10/3/2017,Utility Interactive,
Canadian_Solar_Inc___CSI_4000TL_CT__240V_,240,25.989321,4020.0,4141.662598,390.0,-4.535082e-06,-4.3e-05,-0.000336,-0.00073,1.206,470.0,10.619648,100.0,470.0,10/3/2017,Utility Interactive,
Canadian_Solar_Inc___CSI_40KTL_GS_FL__480V_,480,62.916405,40050.0,40801.367188,650.0,-1.901725e-07,-7.805778e-06,-0.000165,-0.000722,12.015,780.0,62.771334,580.0,780.0,11/1/2018,Grid Support,
Canadian_Solar_Inc___CSI_40KTL_GS__480V_,480,78.331093,40050.0,40868.382813,650.0,-2.851865e-07,-1e-05,-3.4e-05,-0.000797,12.015,780.0,62.874435,580.0,780.0,11/1/2018,Grid Support,
Canadian_Solar_Inc___CSI_5000TL_CT__208V_,208,25.124512,4610.0,4784.182129,390.0,-5.904669e-06,-4.7e-05,-0.000504,-0.000598,1.383,470.0,12.267134,100.0,470.0,10/3/2017,Utility Interactive,
Canadian_Solar_Inc___CSI_5000TL_CT__240V_,240,23.543545,5000.0,5160.899902,390.0,-4.267335e-06,-5.1e-05,-0.000994,-0.001576,1.5,470.0,13.233077,100.0,470.0,10/3/2017,Utility Interactive,
Canadian_Solar_Inc___CSI_50KTL_CT__480V_,480,95.158882,50000.0,50835.109375,730.0,-1.435818e-07,-2.4e-05,-0.003635,-0.001197,15.0,850.0,69.637136,480.0,850.0,11/1/2018,Utility Interactive,
Canadian_Solar_Inc___CSI_50KTL_GS_FL__480V_?,480,42.454,50000.0,50777.9,650.0,-8.06193e-08,-2.39587e-06,0.00461059,0.0118958,1.0,720.0,78.1198,580.0,720.0,11/15/2019,,N
Canadian_Solar_Inc___CSI_50KTL_GS__480V_??,480,70.4536,50000.0,50800.1,650.0,-1.45825e-07,-6.68995e-06,-7.73075e-05,0.00139143,1.0,720.0,78.1541,580.0,720.0,11/15/2019,,N
Canadian_Solar_Inc___CSI_6000TL_CT__208V_,208,36.710117,5500.0,5698.249023,380.0,-3.827327e-06,-3.5e-05,-0.000348,-0.000584,1.65,470.0,14.995392,100.0,470.0,10/3/2017,Utility Interactive,
Canadian_Solar_Inc___CSI_6000TL_CT__240V_,240,36.088547,6000.0,6182.440918,380.0,-2.920387e-06,-4e-05,-0.000593,-0.001379,1.8,470.0,16.269581,100.0,470.0,10/3/2017,Utility Interactive,
Canadian_Solar_Inc___CSI_60KTL_CT__480V_,480,95.238937,60000.0,61072.824219,730.0,-1.47462e-07,-2.2e-05,-0.003357,-0.001127,18.0,850.0,83.661403,540.0,850.0,11/1/2018,Utility Interactive,
Canadian_Solar_Inc___CSI_60KTL_GS__480V_,480,92.9937,60000.0,61015.7,650.0,-1.38907e-07,-2.14638e-05,-0.00234015,-0.00352323,1.0,720.0,93.8702,580.0,720.0,11/15/2019,,N
Canadian_Solar_Inc___CSI_66KTL_GS__480V_,480,97.386,66000.0,67081.6,650.0,-1.21153e-07,-1.4476e-05,-0.000497373,-6.53285e-05,1.0,720.0,103.202,580.0,720.0,11/15/2019,,N
Canadian_Solar_Incorporated___CSI_50KTL_GS_B__480V_,480,68.548927,50083.0,50899.808594,650.0,-1.463818e-07,-7.658493e-06,0.000498,0.001275,15.0249,720.0,78.307398,580.0,720.0,11/1/2018,Grid Support,
Canadian_Solar_Incorporated___CSI_50KTL_GS_FLB__480V_,480,44.011581,50083.0,50870.753906,650.0,-8.633548e-08,-4.936354e-06,0.003112,0.008438,15.0249,720.0,78.262698,580.0,720.0,11/1/2018,Grid Support,
Canadian_Solar_Incorporated___CSI_50KTL_GS_FL__480V_?,480,42.721951,50084.0,50863.507813,650.0,-8.062121e-08,-2.345103e-06,0.00449,0.011896,15.0252,720.0,78.25155,580.0,720.0,11/1/2018,Grid Support,
Canadian_Solar_Incorporated___CSI_50KTL_GS__480V_??,480,70.467972,50083.0,50885.011719,650.0,-1.458248e-07,-6.678661e-06,-7e-05,0.001392,15.0249,720.0,78.284633,580.0,720.0,11/1/2018,Grid Support,
Canadian_Solar_Incorporated___CSI_60KTL_GS_B__480V_,480,87.078148,60086.0,61106.613281,650.0,-1.324164e-07,-1.6e-05,-0.001001,-0.001535,18.0258,720.0,94.010174,580.0,720.0,11/1/2018,Grid Support,
Canadian_Solar_Incorporated___CSI_60KTL_GS__480V_,480,93.041199,60086.0,61103.746094,650.0,-1.389058e-07,-2.2e-05,-0.00232,-0.003523,18.0258,720.0,94.005763,580.0,720.0,11/1/2018,Grid Support,
Canadian_Solar_Incorporated___CSI_66KTL_GS_B__480V_,480,95.652641,66070.0,67154.3125,650.0,-1.145329e-07,-1.2e-05,-0.000934,-0.000265,19.821,720.0,103.314327,580.0,720.0,11/1/2018,Grid Support,
Canadian_Solar_Incorporated___CSI_66KTL_GS__480V_,480,97.398148,66070.0,67153.1875,650.0,-1.211517e-07,-1.4e-05,-0.000514,-6.5e-05,19.821,720.0,103.312596,580.0,720.0,11/1/2018,Grid Support,
Carlo_Gavazzi__ISGA_1_22__240V_,240,42.196785,2110.0,2193.39624,375.0,-1.2e-05,-6.5e-05,0.001026,0.000536,0.633,400.0,5.849057,100.0,400.0,,Utility Interactive,
Carlo_Gavazzi__ISGA_1_33__240V_,240,36.033405,3180.0,3315.654297,375.0,-7.984667e-06,-7.5e-05,0.000544,-0.000338,0.954,400.0,8.841745,100.0,400.0,,Utility Interactive,
Carlo_Gavazzi__ISGA_1_42__240V_,240,32.600666,4160.0,4340.861328,380.0,-4.666194e-06,-6.2e-05,0.000324,-0.00088,1.248,400.0,11.423319,100.0,400.0,,Utility Interactive,
Carlo_Gavazzi__ISGA_1_53__240V_,240,32.086174,5240.0,5489.155762,380.0,-4.407565e-06,-7.4e-05,-8.3e-05,-0.001604,1.572,400.0,14.445147,100.0,400.0,,Utility Interactive,
Chiconypower__MU300SAP2__240V_,240,2.269616,290.0,301.426605,31.0,-4e-05,-3.7e-05,0.022252,0.041853,0.087,43.0,9.723439,26.0,43.0,,Utility Interactive,
Chilicon_Power___LLC__CP_250E_60_72_208_240_MC4__208V_,208,2.494593,277.0,291.337433,30.0,-0.000123,-0.000737,0.053578,-0.018165,0.0831,32.0,9.711248,28.0,32.0,2/1/2019,Utility Interactive,
Chilicon_Power___LLC__CP_250E_60_72_208_240_MC4__240V_,240,2.442754,289.0,302.901062,30.0,-0.000113,-0.001,0.04746,-0.02195,0.0867,32.0,10.096702,28.0,32.0,2/1/2019,Utility Interactive,
Chilicon_Power___LLC__CP_250_60_208_240_MC4__208V_,208,17.93664,220.0,239.954681,28.0,-1.3e-05,0.004103,0.062148,-0.013479,0.066,35.0,8.56981,24.0,35.0,2/1/2019,Utility Interactive,
Chilicon_Power___LLC__CP_250_60_208_240_MC4__240V_,240,17.828678,220.0,239.632507,28.0,-1.2e-05,0.004026,0.064446,-0.009701,0.066,35.0,8.558304,24.0,35.0,2/1/2019,Utility Interactive,
Chilicon_Power___LLC__CP_720_60_72_96_208_240_MC4__208V_,208,5.220022,725.0,764.555542,65.0,-5.5e-05,0.000194,0.027714,0.014085,0.2175,70.0,11.762393,60.0,70.0,,Grid Support,
Chilicon_Power___LLC__CP_720_60_72_96_208_240_MC4__240V_,240,5.720626,721.0,756.143005,65.0,-5.4e-05,0.000277,0.024442,0.013015,0.2163,70.0,11.632969,60.0,70.0,,Grid Support,
Chint_Power_Systems_America__CPS_ECB125KTL_M_US_480__480V_,480,268.672,125188.0,128798.0,925.0,-1.01551e-07,2.03972e-05,0.00109184,-0.000119302,37.5564,1100.0,139.241,750.0,1100.0,,,N
Chint_Power_Systems_America__CPS_ECB200KTL_US_800__800V_,800,847.748,200744.0,205785.0,1225.0,-5.88545e-08,-1.5345e-05,-0.00100878,-0.00102249,60.2232,1500.0,167.988,950.0,1500.0,,,N
Chint_Power_Systems_America__CPS_ECB30KTL_O_US__480V_,480,98.0848,30260.0,31104.3,660.0,-2.66591e-07,-3.39144e-05,-0.000111578,0.00144434,9.078,800.0,47.1277,450.0,800.0,9/1/2020,,N
Chint_Power_Systems_America__CPS_ECB62_5KTL_M_US_480__480V_,480,186.23,62552.0,64248.8,925.0,-1.98684e-07,2.33362e-05,0.00271133,0.00103127,18.7656,1100.0,69.4582,750.0,1100.0,,,N
Chint_Power_Systems_America__CPS_SC100KT_O_xx_480__480V_,480,611.162781,100000.0,104271.335938,430.0,-2.253431e-07,3.1e-05,0.002025,0.000774,30.0,500.0,242.491479,330.0,500.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SC14KTL_DO_xx_208__208V_,208,38.139545,14000.0,14675.09082,385.0,-1.368139e-06,-3e-05,0.001392,-0.000424,4.2,540.0,38.117119,300.0,540.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SC20KTL_DO_xx_480__480V_,480,65.55838,20000.0,20657.53125,480.0,-6.400521e-07,-6.3e-05,-0.000734,-0.004243,6.0,550.0,43.036523,300.0,550.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCA20KTL_DO_R_US_480__480V_,480,29.0146,20000.0,20437.4,735.0,-4.90504e-07,-2.78694e-05,-0.00177009,-0.00227291,3.0,850.0,27.806,560.0,850.0,6/13/2022,,N
Chint_Power_Systems_America__CPS_SCA23KTL_DO_US_480__480V_,480,56.784576,23000.0,23426.158203,720.0,-3.222586e-07,-3.5e-05,0.000128,0.000391,6.9,800.0,32.536331,480.0,800.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCA25KTL_DO_R_US_480__480V_,480,37.6542,25000.0,25548.1,735.0,-4.0067e-07,-2.67278e-05,-0.00141828,-0.00199184,3.0,850.0,34.7593,560.0,850.0,6/13/2022,,N
Chint_Power_Systems_America__CPS_SCA25KTL_DO_US_208__208V_,208,79.0357,25000.0,25971.3,575.0,-6.61542e-07,1.5913e-05,0.00180454,0.000250856,2.9,850.0,45.1676,480.0,850.0,6/13/2022,,N
Chint_Power_Systems_America__CPS_SCA28KTL_DO_US_480__480V_,480,55.858963,28000.0,28571.386719,725.0,-3.570009e-07,-3.4e-05,-0.00027,9.8e-05,8.4,800.0,39.408809,500.0,800.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCA36KTL_DO_US__480V_,480,80.093216,36000.0,36701.734375,730.0,-2.332914e-07,-3.9e-05,-0.002727,-0.001194,10.8,800.0,50.276348,540.0,800.0,10/15/2018,Utility Interactive,
Chint_Power_Systems_America__CPS_SCA3KTL_O_US__208V_,208,20.485386,2860.0,2969.612305,390.0,-8.045114e-06,-4.4e-05,-0.000663,-0.000688,0.858,470.0,7.614391,100.0,470.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCA3KTL_O_US__240V_,240,19.058781,3000.0,3096.936768,390.0,-6.145305e-06,-4.3e-05,-0.000797,-0.00077,0.9,470.0,7.940864,100.0,470.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCA4KTL_O_US__208V_,208,26.324465,3810.0,3947.896729,390.0,-6.03752e-06,-4.4e-05,-0.000679,-0.001016,1.143,470.0,10.122812,100.0,470.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCA4KTL_O_US__240V_,240,25.989321,4020.0,4141.662598,390.0,-4.535082e-06,-4.3e-05,-0.000336,-0.00073,1.206,470.0,10.619648,100.0,470.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCA50KTL_DO_US_480__480V_,480,96.110573,50000.0,50831.488281,730.0,-1.443925e-07,-2.4e-05,-0.003613,-0.001289,15.0,850.0,69.632176,480.0,850.0,10/15/2018,Utility Interactive,
Chint_Power_Systems_America__CPS_SCA5KTL_O_US__208V_,208,25.124512,4610.0,4784.182129,390.0,-5.904669e-06,-4.7e-05,-0.000504,-0.000598,1.383,470.0,12.267134,100.0,470.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCA5KTL_O_US__240V_,240,23.543545,5000.0,5160.899902,390.0,-4.267335e-06,-5.1e-05,-0.000994,-0.001576,1.5,470.0,13.233077,100.0,470.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCA60KTL_DO_US_480__480V_,480,96.218002,60000.0,61067.734375,730.0,-1.513209e-07,-2.5e-05,-0.003713,-0.001741,18.0,850.0,83.654431,540.0,850.0,10/15/2018,Utility Interactive,
Chint_Power_Systems_America__CPS_SCA6KTL_O_US__208V_,208,36.710117,5500.0,5698.249023,380.0,-3.827327e-06,-3.5e-05,-0.000348,-0.000584,1.65,470.0,14.995392,100.0,470.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCA6KTL_O_US__240V_,240,36.088547,6000.0,6182.440918,380.0,-2.920387e-06,-4e-05,-0.000593,-0.001379,1.8,470.0,16.269581,100.0,470.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCE4KTL_O_US__208V_,208,22.068138,3690.0,3792.550537,360.0,-3.531032e-06,5.10605e-06,0.000791,-0.000436,1.107,470.0,10.534863,100.0,470.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCE4KTL_O_US__240V_,240,22.322664,3980.0,4083.114014,360.0,-1.701049e-06,-2.2e-05,-0.000995,-0.003559,1.194,450.0,11.341983,100.0,450.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCE4KTL_O_US__277V_,277,30.963936,3980.0,4076.240723,360.0,-3.415161e-06,-2.6e-05,-0.000824,-0.000306,1.194,450.0,11.322891,100.0,450.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCE5KTL_O_US__208V_,208,26.907497,4470.0,4597.429688,360.0,-3.083379e-06,7.099114e-06,0.000903,-0.000546,1.341,470.0,12.770638,100.0,470.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCE5KTL_O_US__240V_,240,24.677618,4830.0,4958.935547,360.0,-2.045251e-06,-2.3e-05,-0.000346,-0.001171,1.449,450.0,13.774821,100.0,450.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCE5KTL_O_US__277V_,277,28.928755,4830.0,4947.90918,360.0,-1.817617e-06,-2.9e-05,-0.001691,-0.000533,1.449,450.0,13.744192,100.0,450.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCE6KTL_O_US__208V_,208,28.738401,5680.0,5857.65332,360.0,-2.778878e-06,4.941826e-06,0.001738,0.000292,1.704,470.0,16.271259,100.0,470.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCE6KTL_O_US__240V_,240,35.40136,6000.0,6158.379395,360.0,-1.919036e-06,-2.6e-05,-0.001178,0.000466,1.8,450.0,17.106609,100.0,450.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCE6KTL_O_US__277V_,277,28.496277,6010.0,6184.178711,360.0,-2.386128e-06,-2.1e-05,0.000301,0.000471,1.803,450.0,17.178274,100.0,450.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCE7KTL_O_US__208V_,208,26.034672,6950.0,7203.131836,360.0,-2.623269e-06,1.918748e-06,0.001461,-0.000509,2.085,470.0,20.0087,100.0,470.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCE7KTL_O_US__240V_,240,29.436819,6920.0,7126.238281,360.0,-1.797392e-06,-2.6e-05,0.000266,-0.001157,2.076,450.0,19.795106,100.0,450.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCE7KTL_O_US__277V_,277,29.998068,7010.0,7219.105469,360.0,-1.976988e-06,-2.9e-05,-0.00072,-0.000752,2.103,450.0,20.053071,100.0,450.0,,Utility Interactive,
Chint_Power_Systems_America__CPS_SCH100KTL_AIO_US_600__600V_,600,135.723,100000.0,101581.0,1000.0,-8.31355e-08,1.85377e-05,0.00143771,0.000339564,0.33,1300.0,101.581,870.0,1300.0,6/13/2022,,N
Chint_Power_Systems_America__CPS_SCH100KTL_DO_US_480__480V_,480,139.0,100000.0,102265.0,1000.0,-1.5077e-07,1.43548e-05,0.00146258,0.000320646,1.6,1300.0,102.265,760.0,1300.0,6/13/2022,,N
Chint_Power_Systems_America__CPS_SCH100KTL_DO_US_600__600V_,600,114.909843,100000.0,101610.351563,1000.0,-7.325387e-08,1.8e-05,0.00188,0.000293,30.0,1300.0,101.610352,870.0,1300.0,10/15/2018,Utility Interactive,
Chint_Power_Systems_America__CPS_SCH125KTL_AIO_US_600__600V_,600,148.671,125000.0,127293.0,1000.0,-9.26131e-08,2.06864e-05,0.00167241,0.000650352,0.33,1300.0,127.293,870.0,1300.0,6/13/2022,,N
Chint_Power_Systems_America__CPS_SCH125KTL_DO_US_600__600V_,600,143.16684,125000.0,127275.28125,1000.0,-8.741497e-08,1.9e-05,0.001616,0.000381,37.5,1300.0,127.275281,870.0,1300.0,10/15/2018,Utility Interactive,
Chint_Power_Systems_America__CPS_SCH275KTL_DO_US_800__800V_,800,374.601,275000.0,279186.0,1190.0,-2.72273e-08,-1.95906e-05,-0.0018392,-0.000888455,6.5,1300.0,234.61,900.0,1300.0,9/12/2022,,N
Chint_Solar_Zhejiang__CHPI14KTL_US,0,38.139545,14000.0,14675.09082,385.0,-1.368139e-06,-3e-05,0.001392,-0.000424,4.2,540.0,38.117119,300.0,540.0,,Utility Interactive,
Chint_Solar_Zhejiang__CHPI20KTL_US,0,65.55838,20000.0,20657.53125,480.0,-6.400521e-07,-6.3e-05,-0.000734,-0.004243,6.0,550.0,43.036523,300.0,550.0,,Utility Interactive,
Chint_Solar_Zhejiang__CHPI3KTL_US__208V_,208,20.485386,2860.0,2969.612305,390.0,-8.045114e-06,-4.4e-05,-0.000663,-0.000688,0.858,470.0,7.614391,100.0,470.0,,Utility Interactive,
Chint_Solar_Zhejiang__CHPI3KTL_US__240V_,240,19.058781,3000.0,3096.936768,390.0,-6.145305e-06,-4.3e-05,-0.000797,-0.00077,0.9,470.0,7.940864,100.0,470.0,,Utility Interactive,
Chint_Solar_Zhejiang__CHPI4KTL_US__208V_,208,26.324465,3810.0,3947.896729,390.0,-6.03752e-06,-4.4e-05,-0.000679,-0.001016,1.143,470.0,10.122812,100.0,470.0,,Utility Interactive,
Chint_Solar_Zhejiang__CHPI4KTL_US__240V_,240,25.989321,4020.0,4141.662598,390.0,-4.535082e-06,-4.3e-05,-0.000336,-0.00073,1.206,470.0,10.619648,100.0,470.0,,Utility Interactive,
Chint_Solar_Zhejiang__CHPI5KTL_US__208V_,208,25.124512,4610.0,4784.182129,390.0,-5.904669e-06,-4.7e-05,-0.000504,-0.000598,1.383,470.0,12.267134,100.0,470.0,,Utility Interactive,
Chint_Solar_Zhejiang__CHPI5KTL_US__240V_,240,23.543545,5000.0,5160.899902,390.0,-4.267335e-06,-5.1e-05,-0.000994,-0.001576,1.5,470.0,13.233077,100.0,470.0,,Utility Interactive,
Chint_Solar_Zhejiang__CHPI_23KTL_US,0,56.784576,23000.0,23426.158203,720.0,-3.222586e-07,-3.5e-05,0.000128,0.000391,6.9,800.0,32.536331,480.0,800.0,,Utility Interactive,
Chint_Solar_Zhejiang__CHPI_28KTL_US,0,55.858963,28000.0,28571.386719,725.0,-3.570009e-07,-3.4e-05,-0.00027,9.8e-05,8.4,800.0,39.408809,500.0,800.0,,Utility Interactive,
Chint_Solar_Zhejiang__CHPI_6KTL_US__208V_,208,36.710117,5500.0,5698.249023,380.0,-3.827327e-06,-3.5e-05,-0.000348,-0.000584,1.65,470.0,14.995392,100.0,470.0,,Utility Interactive,
Chint_Solar_Zhejiang__CHPI_6KTL_US__240V_,240,36.088547,6000.0,6182.440918,380.0,-2.920387e-06,-4e-05,-0.000593,-0.001379,1.8,470.0,16.269581,100.0,470.0,,Utility Interactive,
Concept_by_US__Power_Station_PS247_05_180__120V_,120,2.647592,5020.0,5413.990723,310.0,-6.187223e-06,-2.4e-05,0.064602,0.004548,1.506,420.0,17.464486,210.0,420.0,,Utility Interactive,
Concept_by_US__Power_Station_PS247_10_180__120V_,120,0.88891,10080.0,10909.478516,310.0,-3.182963e-06,-8.1e-05,0.263204,0.000742,3.024,420.0,35.191866,210.0,420.0,,Utility Interactive,
Connect_Renewable_Energy__CE_4000__240V_,240,50.18417,3000.0,3223.896973,62.0,-1.6e-05,4.4e-05,0.011092,-0.014612,7.0,77.0,51.998338,54.0,77.0,,Utility Interactive,
DASS_tech__DSP_M33250KUS,0,1508.219116,250000.0,264486.96875,378.0,-9.655909e-08,2.888533e-06,-7.1e-05,-0.001619,75.0,480.0,699.700976,330.0,480.0,,Utility Interactive,
DYNAPOWER_COMPANY_LLC__CPS_1500_Gen4__480V_,480,3922.95,1199640.0,1247940.0,1000.0,-1.6497e-08,2.46295e-06,-0.00119126,-0.0010036,359.892,1500.0,1247.94,740.0,1500.0,,,N
DYNAPOWER_COMPANY_LLC__CPS_1500_Gen4__600V_,600,11190.4,1498660.0,1544870.0,1200.0,-1.71039e-08,2.01967e-06,0.000436883,0.000596091,449.598,1500.0,1287.39,900.0,1500.0,,,N
DYNAPOWER_COMPANY_LLC__MPS_100__480V_,480,2872.37,98861.0,103555.0,475.0,-1.87392e-07,6.96482e-05,0.00188056,0.000974351,29.6583,600.0,218.01,350.0,600.0,,,N
DYNAPOWER_COMPANY_LLC__MPS_100__480_,480,2873.57666,98861.0,103552.351563,475.0,-1.872513e-07,7e-05,0.001881,0.000972,29.6583,600.0,218.004951,350.0,600.0,,Grid Support,
DYNAPOWER_COMPANY_LLC__MPS_125EHV__480V_,480,631.529,123458.0,126718.0,1120.0,-1.55811e-07,1.30668e-05,0.00134928,0.000913941,37.0374,1500.0,113.141,740.0,1500.0,5/23/2022,,N
DYNAPOWER_COMPANY_LLC__MPS_250HV__480V_,480,3359.384766,249619.0,259473.375,705.0,-6.366324e-08,2.5e-05,0.000544,-0.002222,74.8857,830.0,368.04734,580.0,830.0,,Grid Support,
DYNAPOWER_COMPANY_LLC__MPS_250__480V_,480,3385.984863,248910.0,261339.59375,475.0,-9.81079e-08,4.9e-05,0.001367,0.000618,74.673,600.0,550.188618,350.0,600.0,10/15/2018,Grid Support,
Danfoss_Solar__DLX_2_0_UL__208V_,208,15.23924,2010.0,2080.984131,365.0,-6.16739e-06,-8.918451e-06,8.9e-05,-0.001756,0.603,490.0,5.701326,100.0,490.0,,Utility Interactive,
Danfoss_Solar__DLX_2_0_UL__240V_,240,16.074654,2010.0,2071.665283,375.0,-4.513515e-06,-1.2e-05,0.000397,-0.002024,0.603,490.0,5.524441,100.0,490.0,,Utility Interactive,
Danfoss_Solar__DLX_2_9_UL__208V_,208,17.430653,2910.0,3026.307129,365.0,-6.829136e-06,-1.9e-05,0.000416,-0.001461,0.873,490.0,8.291252,100.0,490.0,,Utility Interactive,
Danfoss_Solar__DLX_2_9_UL__240V_,240,18.238911,2900.0,2996.627686,375.0,-5.357849e-06,-2.4e-05,0.000383,-0.001797,0.87,490.0,7.991007,100.0,490.0,,Utility Interactive,
Danfoss_Solar__DLX_3_8_UL__208V_,208,18.206839,3810.0,3956.842285,360.0,-5.036686e-06,-2.5e-05,0.000629,-0.001681,1.143,500.0,10.991229,100.0,500.0,,Utility Interactive,
Danfoss_Solar__DLX_3_8_UL__240V_,240,19.369219,3810.0,3940.765625,370.0,-4.69509e-06,-2.5e-05,0.000884,-0.00146,1.143,500.0,10.650718,100.0,500.0,,Utility Interactive,
Danfoss_Solar__DLX_4_4_UL__208V_,208,18.370371,4400.0,4584.158203,360.0,-5.020287e-06,-3.1e-05,0.0008,-0.001581,1.32,500.0,12.733773,100.0,500.0,,Utility Interactive,
Danfoss_Solar__DLX_4_4_UL__240V_,240,19.116625,4400.0,4560.443848,370.0,-4.476854e-06,-3e-05,0.000557,-0.001959,1.32,500.0,12.325524,100.0,500.0,,Utility Interactive,
Danfoss_Solar__MLX_400V__400V_,400,97.213982,59860.0,61130.78125,630.0,-2.061474e-07,2.7e-05,0.002606,0.000501,17.958,800.0,97.032986,570.0,800.0,,Utility Interactive,
Danfoss__MLX_480V__480V_,480,116.969749,60000.0,60974.644531,710.0,-1.586297e-07,3.5e-05,0.002813,0.002061,18.0,800.0,85.879781,685.0,800.0,,Utility Interactive,
Darfon_Electronics_Corp___G32xxxxxx__208V_,208,2.355435,303.0,320.147217,27.5,-0.000133,0.000172,0.015493,-0.003359,0.0909,37.0,11.641717,24.0,37.0,,Utility Interactive,
Darfon_Electronics_Corp___G32xxxxxx__240V_,240,2.404128,305.0,318.012482,27.5,-9.1e-05,0.000293,0.019516,0.00092,0.0915,37.0,11.56409,24.0,37.0,,Utility Interactive,
Darfon_Electronics_Corp___G32xxxxxx__277V_,277,2.403718,305.0,317.996399,27.5,-9.1e-05,0.0003,0.019542,0.001367,0.0915,37.0,11.563505,24.0,37.0,,Utility Interactive,
Darfon_Electronics_Corp___G64xxxxxx__240V_,240,5.780828,600.0,630.544678,30.0,-5.4e-05,0.000133,0.016728,0.00065,0.18,35.0,21.018156,26.0,35.0,,Utility Interactive,
Darfon_Electronics_Corp___H5000x__240V_,240,51.408691,5074.0,5293.915527,360.0,-3.919796e-06,-3.9e-05,-0.000782,-0.00217,1.5222,380.0,14.705321,300.0,380.0,10/15/2018,Utility Interactive,
Darfon_Electronics_Corp___H5000xxxxxx__240V_,240,51.1736,5074.0,5294.01,360.0,-3.90586e-06,-3.83796e-05,-0.000772088,-0.00209129,1.5222,380.0,14.7056,300.0,380.0,1/11/2021,,Y
Darfon_Electronics_Corp___H5001xxxxxx__240V_,240,67.9805,4840.0,5109.4,360.0,-8.20195e-06,-5.43694e-05,-0.000876446,-0.00141081,1.452,380.0,14.1928,300.0,380.0,1/11/2021,,Y
Darfon_Electronics_Corp___H7xxxxxx__240V_,240,70.3328,9604.01,9949.23,360.0,-1.98659e-06,-4.02737e-05,-8.6379e-05,0.000983117,2.8812,410.0,27.6368,230.0,410.0,,,Y
Darfon_Electronics_Corp___HB51xxxxxx__240V_,240,83.1665,4665.0,5242.52,53.0,-1.40621e-05,-0.00448279,0.0167007,-0.0418371,1.3995,56.5,98.9154,48.0,56.5,12/21/2020,,N
Darfon_Electronics_Corp___MIG240UL00__240V_,240,2.065634,230.0,240.826935,35.0,-4.1e-05,-0.00049,0.011738,-0.04567,0.069,40.0,6.88077,27.0,40.0,,Utility Interactive,
Darfon_Electronics_Corp___MIG300UL00__240V_,240,2.354096,250.0,261.373352,36.0,-4.4e-05,-0.000437,0.002893,-0.08499,0.075,40.0,7.260371,30.0,40.0,,Utility Interactive,
Delta_Electronics__DDP_260AB_XX,0,2.707197,260.0,274.33905,33.799999,-0.000126,-0.001789,-0.010142,-0.088099,0.078,36.0,8.11654,27.5,36.0,,Utility Interactive,
