index,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_Type,CEC_hybrid
Power_Electronics__FS0830CU,0,4049.276367,930000.0,962100.875,590.0,-2.549269e-08,2.8e-05,-0.000363,-0.000415,279.0,800.0,1630.679449,510.0,800.0,,Utility Interactive,
Power_Electronics__FS0830PU,0,3474.70752,830000.0,857840.3125,606.0,-2.73124e-08,1.7e-05,-0.000707,-0.001337,249.0,800.0,1415.578073,540.0,800.0,,Utility Interactive,
Power_Electronics__FS0900CU,0,4261.448242,1020000.0,1052411.125,620.0,-2.241117e-08,3.2e-05,0.000573,0.000295,306.0,800.0,1697.437298,552.0,800.0,,Utility Interactive,
Power_Electronics__FS0901CU,0,4299.440918,1000000.0,1036124.875,650.0,-2.477827e-08,1.5e-05,-0.000216,-0.000488,300.0,800.0,1594.038269,584.0,800.0,,Utility Interactive,
Power_Electronics__FS0940CU,0,4536.491699,1050000.0,1086806.125,670.0,-2.235327e-08,1.7e-05,0.000312,7.3e-05,315.0,800.0,1622.098694,616.0,800.0,,Utility Interactive,
Power_Electronics__FS0970CU,0,3848.970459,970000.0,1002545.625,615.0,-2.212192e-08,1.8e-05,-0.00065,-0.001301,291.0,800.0,1630.155488,545.0,800.0,,Utility Interactive,
Power_Electronics__FS0970PU,0,3848.970459,970000.0,1002545.625,615.0,-2.212192e-08,1.8e-05,-0.00065,-0.001301,291.0,800.0,1630.155488,545.0,800.0,,Utility Interactive,
Power_Electronics__FS1000CU__440V_,440,4572.789551,1110000.0,1148007.75,690.0,-1.982482e-08,7.216172e-06,-0.000417,-0.001182,333.0,800.0,1663.779348,642.0,800.0,,Utility Interactive,
Power_Electronics__FS1001CU,0,3893.055908,1000000.0,1033891.4375,575.0,-1.887524e-08,2.4e-05,-3e-05,-0.000334,300.0,800.0,1798.072065,500.0,800.0,,Utility Interactive,
Power_Electronics__FS1003CU,0,4724.305664,1100000.0,1137203.0,590.0,-2.243026e-08,2.7e-05,-0.000187,-0.000288,330.0,800.0,1927.462712,510.0,800.0,,Utility Interactive,
Power_Electronics__FS1004CU,0,4301.376953,1000000.0,1036124.8125,650.0,-2.478002e-08,1.5e-05,-0.000204,-0.000486,300.0,800.0,1594.038173,584.0,800.0,,Utility Interactive,
Power_Electronics__FS1050CU,0,4905.701172,1190000.0,1228256.875,620.0,-1.919616e-08,2.8e-05,0.000307,-0.00027,357.0,800.0,1981.059476,552.0,800.0,,Utility Interactive,
Power_Electronics__FS1050CU15__565V_,565,7801.474609,1163500.0,1194525.0,900.0,-1.152748e-08,3.200862e-06,5.3e-05,0.000459,349.05,1200.0,1327.25,800.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS1050PU,0,5016.888672,1050000.0,1081787.75,615.0,-1.51943e-08,1.8e-05,-0.000716,-0.001877,315.0,800.0,1759.004472,545.0,800.0,,Utility Interactive,
Power_Electronics__FS1051CU,0,4536.491699,1050000.0,1086806.125,670.0,-2.235327e-08,1.7e-05,0.000312,7.3e-05,315.0,800.0,1622.098694,616.0,800.0,,Utility Interactive,
Power_Electronics__FS1080CU__400V_,400,5013.732422,1200000.0,1242742.0,650.0,-1.985332e-08,1.8e-05,-4.3e-05,-0.000145,360.0,800.0,1911.910769,584.0,800.0,,Utility Interactive,
Power_Electronics__FS1100CU15O3__600V_,600,3358.447998,1176440.0,1201284.375,940.0,-5.047077e-09,2.456001e-06,0.000152,0.000664,352.932,1200.0,1277.962101,849.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS1100CU15__600V_,600,7823.271484,1209250.0,1238508.375,940.0,-8.123354e-09,5.022047e-06,0.00012,0.001072,362.775,1200.0,1317.562101,849.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS1112CU__440V_,440,4572.789551,1110000.0,1148007.75,690.0,-1.982482e-08,7.216172e-06,-0.000417,-0.001182,333.0,800.0,1663.779348,642.0,800.0,,Utility Interactive,
Power_Electronics__FS1140CU__420V_,420,5311.921875,1270000.0,1314537.5,670.0,-1.886063e-08,1.6e-05,-0.000122,-0.000295,381.0,800.0,1961.996269,616.0,800.0,2/15/2018,Utility Interactive,
Power_Electronics__FS1190CU__440V_,440,5961.605957,1330000.0,1374802.125,690.0,-1.897549e-08,1.3e-05,-0.00058,-0.000684,399.0,800.0,1992.466848,642.0,800.0,,Utility Interactive,
Power_Electronics__FS1200CU,0,6180.335449,1200000.0,1238176.625,615.0,-1.690442e-08,1.9e-05,-0.000483,-0.001417,360.0,800.0,2013.295325,545.0,800.0,,Utility Interactive,
Power_Electronics__FS1200CU15__645V_,645,7900.572754,1300900.0,1332183.625,980.0,-8.705235e-09,2.012382e-06,0.000103,0.000351,390.27,1200.0,1359.371046,913.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS1200PU,0,6180.335449,1200000.0,1238176.625,615.0,-1.690442e-08,1.9e-05,-0.000483,-0.001417,360.0,800.0,2013.295325,545.0,800.0,,Utility Interactive,
Power_Electronics__FS1201CU__400V_,400,1040.887573,1200000.0,1225125.375,650.0,-6.217499e-09,1.7e-05,0.001478,0.00026,360.0,800.0,1884.808269,584.0,800.0,,Utility Interactive,
Power_Electronics__FS1250CU,0,5625.689453,1362000.0,1401458.25,615.0,-1.531522e-08,2.8e-05,-0.000312,-0.00047,408.6,800.0,2278.793902,552.0,800.0,,Utility Interactive,
Power_Electronics__FS1250PU,0,5779.028809,1250000.0,1294799.375,650.0,-1.715658e-08,2.1e-05,-0.000487,-0.001168,375.0,800.0,1991.999038,585.0,800.0,,Utility Interactive,
Power_Electronics__FS1260CU__400V_,400,5564.606445,1400000.0,1448078.0,650.0,-1.471004e-08,1.8e-05,0.00011,-7.2e-05,420.0,800.0,2227.812308,584.0,800.0,,Utility Interactive,
Power_Electronics__FS1271CU__420V_,420,1371.362061,1270000.0,1295749.125,670.0,-6.815767e-09,1.6e-05,-0.000553,-0.000781,381.0,800.0,1933.953918,616.0,800.0,,Utility Interactive,
Power_Electronics__FS1275CU15__690V_,690,12941.101563,1389080.0,1421523.0,1030.0,-1.054831e-08,6.79057e-06,-0.000112,0.000557,416.724,1200.0,1380.119417,976.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS1290CU__330V_,330,5580.893066,1290000.0,1337053.375,575.0,-1.820053e-08,2.2e-05,-0.000402,-0.000882,387.0,800.0,2325.310217,500.0,800.0,,Utility Interactive,
Power_Electronics__FS1330CU__420V_,420,6661.589355,1480000.0,1530177.125,670.0,-1.729956e-08,1.7e-05,-0.000331,-0.000625,444.0,800.0,2283.846455,616.0,800.0,,Utility Interactive,
Power_Electronics__FS1331CU__440V_,440,5961.605957,1330000.0,1374802.125,690.0,-1.897549e-08,1.3e-05,-0.00058,-0.000684,399.0,800.0,1992.466848,642.0,800.0,2/15/2018,Utility Interactive,
Power_Electronics__FS1390CU__440V_,440,6481.928711,1550000.0,1601629.375,690.0,-1.517812e-08,1.5e-05,0.000205,-8.8e-05,465.0,800.0,2321.201993,642.0,800.0,,Utility Interactive,
Power_Electronics__FS1400CU15__565V_,565,8330.128906,1517090.0,1555107.0,900.0,-8.718936e-09,1.895059e-06,-0.000167,-0.000201,455.127,1200.0,1727.896667,800.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS1401CU__400V_,400,6090.354492,1400000.0,1448675.125,650.0,-1.794477e-08,1.6e-05,4.8e-05,-0.000236,420.0,800.0,2228.730962,584.0,800.0,,Utility Interactive,
Power_Electronics__FS1430CU__330V_,330,6435.618652,1430000.0,1481270.625,575.0,-1.670554e-08,2.4e-05,-0.000426,-0.000642,429.0,800.0,2576.122826,500.0,800.0,,Utility Interactive,
Power_Electronics__FS1440CU__400V_,400,6691.649414,1600000.0,1656005.875,650.0,-1.571352e-08,1.5e-05,-0.000313,-0.000525,480.0,800.0,2547.701346,584.0,800.0,,Utility Interactive,
Power_Electronics__FS1475CU15__600V_,600,8755.682617,1610370.0,1650035.375,940.0,-9.250246e-09,2.961546e-06,-8.8e-05,-2.8e-05,483.111,1200.0,1755.356782,849.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS1480CU__420V_,420,6661.589355,1480000.0,1530177.125,670.0,-1.729956e-08,1.7e-05,-0.000331,-0.000625,444.0,800.0,2283.846455,616.0,800.0,2/15/2018,Utility Interactive,
Power_Electronics__FS1500CU15O3__600V_,600,3695.282227,1594720.0,1629709.0,940.0,-4.991358e-09,1.895468e-06,0.000362,0.000412,478.416,1200.0,1733.732979,849.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS1520CU__420V_,420,6928.20166,1690000.0,1748053.0,670.0,-1.451109e-08,1.3e-05,-0.000202,-0.000587,507.0,800.0,2609.034328,616.0,800.0,,Utility Interactive,
Power_Electronics__FS1530CU__390V_,390,6293.816895,1530000.0,1580443.375,640.0,-1.438965e-08,2e-05,-0.000412,-0.00087,459.0,800.0,2469.442773,585.0,800.0,,Utility Interactive,
Power_Electronics__FS1550CU__440V_,440,6426.914551,1550000.0,1601823.625,690.0,-1.507873e-08,1.5e-05,0.000298,-9.9e-05,465.0,800.0,2321.483514,642.0,800.0,,Utility Interactive,
Power_Electronics__FS1590CU__440V_,440,6495.466309,1617500.0,1672047.5,690.0,-1.446715e-08,1.2e-05,5.2e-05,-0.000414,485.25,800.0,2423.257246,642.0,800.0,,Utility Interactive,
Power_Electronics__FS1600CU15__645V_,645,9015.748047,1734810.0,1774681.75,980.0,-7.73218e-09,2.566576e-06,-0.000259,-0.000399,520.443,1200.0,1810.899745,913.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS1600CU__400V_,400,6645.53125,1600000.0,1656310.75,650.0,-1.567108e-08,1.5e-05,-8.7e-05,-0.000371,480.0,800.0,2548.170385,584.0,800.0,,Utility Interactive,
Power_Electronics__FS1620CU__400V_,400,13759.661133,1800000.0,1886994.125,650.0,-3.245448e-08,-9.6e-05,-0.004152,-0.005178,540.0,800.0,2903.067885,584.0,800.0,,Utility Interactive,
Power_Electronics__FS1690CU__420V_,420,7084.447266,1690000.0,1748012.375,670.0,-1.478134e-08,1.5e-05,-7e-05,-0.000341,507.0,800.0,2608.973694,616.0,800.0,,Utility Interactive,
Power_Electronics__FS1700CU15__690V_,690,9486.802734,1850630.0,1890413.25,1030.0,-7.370673e-09,4.447302e-06,0.000143,0.00028,555.189,1200.0,1835.35267,976.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS1700CU__390V_,390,6793.539551,1700000.0,1755958.0,640.0,-1.232261e-08,2e-05,-4.2e-05,-0.000793,510.0,800.0,2743.684375,585.0,800.0,,Utility Interactive,
Power_Electronics__FS1710CU__420V_,420,7572.79248,1900000.0,1965386.25,670.0,-1.263463e-08,1.2e-05,-0.000108,-0.000566,570.0,800.0,2933.412313,616.0,800.0,,Utility Interactive,
Power_Electronics__FS1750CU15__565V_,565,10200.054688,1896530.0,1942359.25,900.0,-7.462411e-09,4.370206e-06,0.000142,0.000355,568.959,1200.0,2158.176944,800.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS1770CU__440V_,440,7302.617188,1770000.0,1830179.375,690.0,-1.373579e-08,1.3e-05,0.000179,-0.000311,531.0,800.0,2652.433877,642.0,800.0,,Utility Interactive,
Power_Electronics__FS1790CU__440V_,440,8667.698242,1990000.0,2061181.875,690.0,-1.388916e-08,1.3e-05,-0.000412,-0.000666,597.0,800.0,2987.220109,642.0,800.0,,Utility Interactive,
Power_Electronics__FS1800CU__400V_,400,8430.305664,2000000.0,2073305.75,650.0,-1.387253e-08,1.8e-05,0.000285,0.000111,600.0,800.0,3189.701154,584.0,800.0,,Utility Interactive,
Power_Electronics__FS1801CU__400V_,400,7401.564941,1800000.0,1863199.5,650.0,-1.39455e-08,1.5e-05,-7.9e-05,-0.000295,540.0,800.0,2866.460769,584.0,800.0,,Utility Interactive,
Power_Electronics__FS1850CU15O3__600V_,600,4622.550781,1974290.0,2017457.625,940.0,-4.27042e-09,2.366522e-06,-9.9e-05,9.3e-05,592.287,1200.0,2146.231516,849.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS1850CU15__600V_,600,10240.72168,2020960.0,2067640.25,940.0,-6.52378e-09,5.096894e-06,0.000186,0.000606,606.288,1200.0,2199.617287,849.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS1900CU__420V_,420,8245.166992,2110000.0,2185055.5,670.0,-1.198059e-08,1.3e-05,-0.000257,-0.000463,633.0,800.0,3261.276866,616.0,800.0,,Utility Interactive,
Power_Electronics__FS1901CU__420V_,420,7758.083984,1900000.0,1965547.25,670.0,-1.295304e-08,1.4e-05,5.6e-05,-0.000275,570.0,800.0,2933.652612,616.0,800.0,,Utility Interactive,
Power_Electronics__FS1980CU__440V_,440,8761.165039,2200000.0,2275698.25,690.0,-1.10863e-08,1.4e-05,0.000223,7.9e-05,660.0,800.0,3298.113406,642.0,800.0,,Utility Interactive,
Power_Electronics__FS1991CU__440V_,440,8952.96582,1990000.0,2061278.625,690.0,-1.429824e-08,1.2e-05,-0.000246,-0.000496,597.0,800.0,2987.360326,642.0,800.0,,Utility Interactive,
Power_Electronics__FS2000CU15__645V_,645,10503.225586,2162420.0,2209732.5,980.0,-5.72268e-09,2.64389e-06,-5.2e-05,-6.2e-05,648.726,1200.0,2254.829082,913.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS2000CU__400V_,400,8459.09375,2000000.0,2073807.75,650.0,-1.388573e-08,1.6e-05,0.000284,0.000134,600.0,800.0,3190.473462,548.0,800.0,2/15/2018,Utility Interactive,
Power_Electronics__FS2000K__600V_,600,8719.83,2103416.0,2150050.0,940.0,-8.02696e-09,3.51398e-06,0.000145865,0.000486246,442.59,1200.0,2287.29,849.0,1200.0,,,N
Power_Electronics__FS2000M__34000V_,34500,13704.5,2178068.0,2233780.0,940.0,-4.85995e-09,8.85932e-07,3.54263e-05,-3.29157e-05,5970.0,1200.0,2376.36,849.0,1200.0,,,N
Power_Electronics__FS2100CU15__565V_,565,9956.821289,2275890.0,2330571.0,900.0,-6.134799e-09,2.250439e-06,-8.5e-05,-0.000202,682.767,1200.0,2589.523333,800.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS2110CU__420V_,420,8090.3125,2110000.0,2185065.25,670.0,-1.194892e-08,1.3e-05,-0.000189,-0.000454,633.0,800.0,3261.291418,616.0,800.0,2/15/2018,Utility Interactive,
Power_Electronics__FS2125CU15__690V_,690,10245.371094,2306410.0,2354810.5,1030.0,-5.292795e-09,7.768322e-06,0.000415,0.000967,691.923,1200.0,2286.223786,976.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS2125K__600V_,600,9363.71,2201520.0,2247010.0,940.0,-6.01944e-09,4.09162e-06,0.000132892,0.000329051,302.3,1200.0,2390.44,849.0,1200.0,,,N
Power_Electronics__FS2150CU15__645V_,645,10532.22168,2558480.0,2614452.25,980.0,-5.091192e-09,2.313088e-06,0.000337,0.000516,767.544,1200.0,2667.808418,913.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS2180K__615V_,615,9561.79,2259500.0,2304420.0,950.0,-5.47015e-09,2.49531e-06,8.77788e-05,0.000135622,302.3,1200.0,2425.71,870.0,1200.0,,,N
Power_Electronics__FS2200CU__440V_,440,8659.236328,2200000.0,2275686.75,690.0,-1.103253e-08,1.4e-05,0.000365,0.000137,660.0,800.0,3298.096739,642.0,800.0,2/15/2018,Utility Interactive,
Power_Electronics__FS2225CU15__600V_,600,10853.788086,2417080.0,2472369.25,940.0,-6.006052e-09,2.247823e-06,4.7e-05,-1.681516e-06,725.124,1200.0,2630.180053,849.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS2250CU15O3__600V_,600,5199.064453,2420370.0,2474311.5,940.0,-4.134499e-09,1.537161e-06,0.000234,-1.8e-05,726.111,1200.0,2632.246277,849.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS2300CU15__690V_,690,10720.943359,2759490.0,2816935.5,1030.0,-4.305751e-09,3.952507e-06,0.000154,0.000408,827.847,1200.0,2734.888835,976.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS2400CU15__645V_,645,10015.25293,2583760.0,2640315.0,980.0,-4.807262e-09,2.923426e-06,0.000132,0.00013,775.128,1200.0,2694.19898,913.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS2450CU15__565V_,565,10797.790039,2664070.0,2727737.0,900.0,-5.108118e-09,1.940747e-06,8.577073e-06,-2.2e-05,799.221,1200.0,3030.818889,800.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS2550CU15__690V_,690,10930.714844,2759390.0,2819252.0,1030.0,-4.980476e-09,-1.063677e-06,-0.000421,-0.001098,827.817,1200.0,2737.137864,976.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS2600CU15O3__600V_,600,5129.329102,2770200.0,2830971.0,940.0,-3.195998e-09,2.310921e-06,9.7e-05,0.000132,831.06,1200.0,3011.671277,849.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS2600CU15__600V_,600,11331.826172,2821840.0,2886768.0,940.0,-5.035972e-09,1.694542e-06,0.000164,2.1e-05,846.552,1200.0,3071.029787,849.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS2800CU15__645V_,645,11198.900391,3024910.0,3090990.5,940.0,-4.030411e-09,2.374813e-06,5.7e-05,-2.6e-05,907.473,1200.0,3288.287766,913.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS2840M__34000V_,34500,13930.9,2844700.0,2914840.0,940.0,-3.34574e-09,2.0013e-06,0.00019434,0.000572214,5970.0,1200.0,3100.89,849.0,1200.0,,,N
Power_Electronics__FS3000CU15__690V_,690,11384.40332,3201170.0,3264884.75,1030.0,-3.123543e-09,8.342917e-06,0.000711,0.002206,960.351,1200.0,3169.791019,976.0,1200.0,10/15/2018,Utility Interactive,
Power_Electronics__FS3000K__600V_,600,10422.5,3121310.0,3188620.0,940.0,-4.69574e-09,1.71662e-06,-5.81161e-05,-0.000139989,324.8,1200.0,3392.14,849.0,1200.0,,,N
Power_Electronics__FS3000M__34000V_,34500,14559.5,3109266.0,3195890.0,940.0,-5.2375e-09,9.02062e-07,-7.96404e-07,2.07393e-05,6056.0,1200.0,3399.88,849.0,1200.0,,,N
Power_Electronics__FS3001M__34000V_,34500,14748.1,3017848.0,3094750.0,940.0,-3.92779e-09,1.12722e-06,0.000143117,0.000216508,6084.0,1200.0,3292.29,849.0,1200.0,,,N
Power_Electronics__FS3150K__630V_,630,7999.61,3279870.0,3359850.0,970.0,-3.53407e-09,1.29783e-06,0.000819427,0.000692266,324.8,1200.0,3463.76,891.0,1200.0,,,N
Power_Electronics__FS3150M__34000V_,34500,15561.8,3307980.0,3399250.0,970.0,-5.01724e-09,6.80404e-07,2.6527e-05,-7.77302e-05,6880.0,1200.0,3504.38,891.0,1200.0,,,N
Power_Electronics__FS3190K__600V_,630,11417.2,3303820.0,3373330.0,940.0,-4.21866e-09,1.32019e-06,-5.54399e-05,-0.000126117,324.8,1200.0,3588.65,849.0,1200.0,,,N
Power_Electronics__FS3225M__34000V_,34500,20297.3,3367326.0,3472940.0,980.0,-8.29857e-09,-3.38838e-06,-0.000258676,-0.000558754,7640.0,1200.0,3543.82,913.0,1200.0,,,N
Power_One__MICRO_0_25_I_OUTD_US_208__208V_,208,2.089607,250.0,259.588593,40.0,-4.1e-05,-9.1e-05,0.000494,-0.013171,0.075,50.0,6.489715,30.0,50.0,,Utility Interactive,
Power_One__MICRO_0_25_I_OUTD_US_240__240V_,240,2.240412,250.0,259.492065,40.0,-3.9e-05,-0.000132,0.002418,-0.014926,0.075,50.0,6.487302,30.0,50.0,,Utility Interactive,
Power_One__MICRO_0_3HV_I_OUTD_US_208__208V_,208,1.769444,300.0,312.421082,45.0,-4.5e-05,-0.000196,0.001959,-0.023725,0.09,60.0,6.942691,30.0,60.0,,Utility Interactive,
Power_One__MICRO_0_3HV_I_OUTD_US_240__240V_,240,1.843781,300.0,312.004578,45.0,-3.5e-05,-0.000227,-0.000526,-0.041214,0.09,60.0,6.933435,30.0,60.0,,Utility Interactive,
Power_One__MICRO_0_3_I_OUTD_US_208__208V_,208,1.846506,300.0,311.66925,40.0,-3.3e-05,-0.000192,0.000907,-0.031742,0.09,50.0,7.791731,30.0,50.0,,Utility Interactive,
Power_One__MICRO_0_3_I_OUTD_US_240__240V_,240,1.950539,300.0,311.580872,40.0,-3.4e-05,-0.000256,0.002453,-0.028223,0.09,50.0,7.789522,30.0,50.0,,Utility Interactive,
Power_One__PVI_10_0_I_OUTD_x_US_208_y__208V_,208,46.863808,10000.0,10488.306641,320.0,-2.775901e-06,-3.6e-05,0.000305,-0.002351,0.1,416.0,32.775958,220.0,416.0,,Utility Interactive,
Power_One__PVI_10_0_I_OUTD_x_US_480_y_z__480V_,480,67.790878,10000.0,10295.979492,362.0,-1.38839e-06,-4.9e-05,-0.00052,-0.003855,0.4,416.0,28.441932,220.0,416.0,,Utility Interactive,
Power_One__PVI_12_0_I_OUTD_x_US_480_y__480V_,480,62.554672,12000.0,12358.804688,370.0,-1.008995e-06,-5.6e-05,-0.001437,-0.007112,0.4,416.0,33.402175,250.0,416.0,,Utility Interactive,
Power_One__PVI_3000_I_OUTD_US_F__208V_,208,34.462166,2700.0,3027.375977,330.0,-2.2e-05,-3.633653e-07,0.00125,0.000405,0.4,480.0,9.173867,100.0,480.0,,Utility Interactive,
Power_One__PVI_3000_I_OUTD_US_F__240V_,240,36.89204,3000.0,3320.743408,380.0,-1.7e-05,-2.4e-05,0.000367,0.000184,0.4,480.0,8.738798,100.0,480.0,,Utility Interactive,
Power_One__PVI_3000_I_OUTD_US__208V_,208,33.178463,2700.0,3024.553223,330.0,-2e-05,-3.364746e-06,0.001185,0.000269,0.4,480.0,9.165313,100.0,480.0,,Utility Interactive,
Power_One__PVI_3000_I_OUTD_US__240V_,240,44.238476,3000.0,3311.536133,360.0,-1.8e-05,-3.1e-05,0.000509,-2.8e-05,0.4,480.0,9.198711,100.0,480.0,,Utility Interactive,
Power_One__PVI_3600_OUTD_US_F__208V_,208,36.249561,3300.0,3486.348877,330.0,-7.793897e-06,2.168555e-06,0.00106,0.000386,0.24,480.0,10.564694,100.0,480.0,,Utility Interactive,
Power_One__PVI_3600_OUTD_US_F__240V_,240,39.031059,3600.0,3781.177246,380.0,-6.348226e-06,-2e-05,0.000519,0.00037,0.34,480.0,9.950466,100.0,480.0,,Utility Interactive,
Power_One__PVI_3600_US__208V_,208,40.253445,3300.0,3498.836426,380.0,-8.246755e-06,-1.764637e-06,0.000823,7.9e-05,0.24,480.0,9.207464,100.0,480.0,,Utility Interactive,
Power_One__PVI_3600_US__240V_,240,43.725723,3600.0,3796.738525,380.0,-6.998682e-06,-2.3e-05,0.000484,0.000193,0.34,480.0,9.991417,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_S_US_A__208V_,208,18.166279,3000.0,3142.30127,310.0,-8.039486e-06,-1.1e-05,0.000999,-0.000287,0.1,480.0,10.136456,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_S_US_A__240V_,240,16.880829,3000.0,3121.669922,340.0,-5.701901e-06,-2.1e-05,0.000582,-0.000712,0.1,480.0,9.181382,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_S_US_A__277V_,277,22.045107,3000.0,3106.850098,390.0,-5.464468e-06,-3.3e-05,-3.2e-05,-0.00118,0.2,480.0,7.966282,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_S_US_Z_A__208V_,208,18.166279,3000.0,3142.30127,310.0,-8.039486e-06,-1.1e-05,0.000999,-0.000287,0.1,480.0,10.136456,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_S_US_Z_A__240V_,240,16.880829,3000.0,3121.669922,340.0,-5.701901e-06,-2.1e-05,0.000582,-0.000712,0.1,480.0,9.181382,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_S_US_Z_A__277V_,277,22.045107,3000.0,3106.850098,390.0,-5.464468e-06,-3.3e-05,-3.2e-05,-0.00118,0.2,480.0,7.966282,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_S_US_Z__208V_,208,18.166279,3000.0,3142.30127,310.0,-8.039486e-06,-1.1e-05,0.000999,-0.000287,0.1,480.0,10.136456,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_S_US_Z__240V_,240,16.880829,3000.0,3121.669922,340.0,-5.701901e-06,-2.1e-05,0.000582,-0.000712,0.1,480.0,9.181382,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_S_US_Z__277V_,277,22.045107,3000.0,3106.850098,390.0,-5.464468e-06,-3.3e-05,-3.2e-05,-0.00118,0.2,480.0,7.966282,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_S_US__208V_,208,18.166279,3000.0,3142.30127,310.0,-8.039486e-06,-1.1e-05,0.000999,-0.000287,0.1,480.0,10.136456,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_S_US__240V_,240,16.880829,3000.0,3121.669922,340.0,-5.701901e-06,-2.1e-05,0.000582,-0.000712,0.1,480.0,9.181382,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_S_US__277V_,277,22.045107,3000.0,3106.850098,390.0,-5.464468e-06,-3.3e-05,-3.2e-05,-0.00118,0.2,480.0,7.966282,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_US__208V_,208,18.166279,3000.0,3142.30127,310.0,-8.039486e-06,-1.1e-05,0.000999,-0.000287,0.1,480.0,10.136456,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_US__240V_,240,16.880829,3000.0,3121.669922,340.0,-5.701901e-06,-2.1e-05,0.000582,-0.000712,0.1,480.0,9.181382,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_0_OUTD_US__277V_,277,22.045107,3000.0,3106.850098,390.0,-5.464468e-06,-3.3e-05,-3.2e-05,-0.00118,0.2,480.0,7.966282,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_6_OUTD_S_US_A__208V_,208,25.595329,3600.0,3757.450928,310.0,-5.213146e-06,-3.335618e-06,0.000859,0.000536,0.1,480.0,12.120809,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_6_OUTD_S_US_A__240V_,240,22.814655,3600.0,3739.761475,340.0,-3.048336e-06,-1.8e-05,0.000483,0.001023,0.2,480.0,10.999298,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_6_OUTD_S_US_A__277V_,277,29.811159,3600.0,3724.187988,395.0,-3.752804e-06,-3.5e-05,-0.000141,0.000468,0.2,480.0,9.428324,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_6_OUTD_S_US_Z_A__208V_,208,25.595329,3600.0,3757.450928,310.0,-5.213146e-06,-3.335618e-06,0.000859,0.000536,0.1,480.0,12.120809,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_6_OUTD_S_US_Z_A__240V_,240,22.814655,3600.0,3739.761475,340.0,-3.048336e-06,-1.8e-05,0.000483,0.001023,0.2,480.0,10.999298,100.0,480.0,,Utility Interactive,
Power_One__PVI_3_6_OUTD_S_US_Z_A__277V_,277,29.811159,3600.0,3724.187988,395.0,-3.752804e-06,-3.5e-05,-0.000141,0.000468,0.2,480.0,9.428324,100.0,480.0,,Utility Interactive,
